Sort 1,,,,,,,,Data Size,Average Comparisons,,,,Shell Sort,Quick Sort,Insertion Sort
,41263,8944740
,16390,1482677
,8170,395491
,32192,5416121
,22113,2636139
,16364,1463096
,15223,1286431
,11454,746798
,32452,5549034
,25047,3347664
,32988,5733927
,34310,6191234
,6209,236283
,18281,1816005
,39528,8143256
,33458,5870619
,11681,785587
,11613,778743
,22775,2795911
,43948,10042842
,320,2882
,18591,1898084
,14952,1230621
,48601,12231182
,18068,1782158
,35848,6764836
,27917,4153082
,28851,4435826
,30935,5061211
,22644,2753729
,18187,1805150
,26881,3813048
,23760,3000585
,23682,3020629
,11281,732042
,32325,5505826
,4833,162649
,46071,11032530
,11078,714272
,43330,9724377
,41433,8917911
,2431,48713
,2283,44091
,1367,20827
,28985,4451886
,44690,10321507
,46127,11015430
,28285,4249167
,48163,12023309
,36175,6808745
,321,2836
,16953,1562202
,42398,9364910
,46648,11279417
,42544,9363031
,16142,1435287
,24102,3101171
,48329,12088595
,25359,3417107
,3250,79812
,40497,8530010
,22918,2837200
,40596,8581124
,34971,6426015
,20044,2170310
,22496,2718981
,46607,11278469
,45190,10614084
,49668,12758878
,17795,1740452
,7896,379698
,21348,2461417
,47377,11653178
,49919,12845345
,33777,6014918
,38754,7893746
,7245,322252
,27377,3978639
,25563,3472146
,30243,4834158
,26722,3764237
,33614,5975097
,39492,8128458
,1596,25331
,46624,11251797
,29387,4622909
,3213,76602
,41979,9160040
,1022,12711
,37404,7298489
,27834,4196952
,28789,4384524
,3880,110002
,39031,7963602
,12963,957170
,42731,9524528
,43527,9840514
,17972,1771370
,10328,610867
,5576,200785
,26863,3858377
,13924,1098853
,1233,18389
,34010,6057855
,40258,8469691
,48602,12219861
,47715,11750546
,21626,2506561
,23889,3057906
,15946,1399571
,11518,755753
,25850,3548143
,49138,12526814
,2877,65476
,3475,86808
,31306,5160442
,23693,3007715
,48142,12001874
,24099,3112781
,11494,761514
,39136,7952826
,21092,2428997
,30627,4919957
,43648,9872406
,7219,325097
,1309,18866
,13596,1043817
,8661,449775
,29478,4580653
,33203,5803330
,7038,300536
,26943,3847834
,37046,7167455
,4525,137297
,21780,2542213
,48343,12095966
,29838,4711404
,1477,21921
,13203,979484
,41620,9003482
,22202,2632781
,28097,4152114
,48813,12295247
,30900,5013111
,7767,369386
,37616,7354899
,43138,9675420
,42710,9469564
,3862,102135
,24931,3307947
,48534,12164029
,19474,2061899
,42416,9366021
,47238,11541400
,7517,348037
,39814,8262523
,26788,3836746
,48042,11890446
,6418,256626
,26637,3761675
,22715,2764618
,45504,10703230
,33415,5875668
,30078,4752033
,23372,2912169
,31956,5379731
,13287,976492
,11471,749670
,40811,8641684
,42723,9479300
,38647,7797880
,37971,7528052
,29868,4687708
,27754,4078102
,10748,667595
,35063,6459589
,16949,1580487
,31100,5095890
,44918,10454137
,22885,2810919
,10802,668124
,21136,2441733
,47897,11883388
,18243,1809448
,47026,11423230
,44661,10361644
,47628,11837504
,25964,3579878
,7919,378072
,19843,2146671
,9978,570879
,28344,4223232
,10203,607427
,2656,57125
,39302,8051915
,48794,12313157
,46293,11107788
,29803,4681689
,15692,1361499
,41766,9022569
,39227,8005401
,7064,319138
,40467,8512132
,22269,2685866
,48362,12124602
,9144,498101
,36990,7118286
,22134,2668665
,480,5111
,32949,5672637
,41505,8964739
,20907,2340037
,6387,252398
,49271,12523604
,27841,4081248
,7101,310089
,42058,9199653
,21654,2507884
,26068,3635744
,2997,69505
,3161,75199
,46268,11100529
,43448,9819805
,19705,2089218
,42250,9261194
,14710,1201403
,40752,8618701
,8262,408712
,14662,1207013
,11383,744021
,28952,4406857
,6432,255918
,1236,18670
,34681,6332121
,2057,36347
,32051,5395320
,3320,79493
,15137,1262330
,40440,8556927
,47093,11468633
,49293,12566807
,3293,78875
,31881,5344196
,18363,1829799
,44509,10319823
,32781,5647689
,578,7069
,14645,1197683
,20780,2360378
,19996,2151555
,3018,68106
,24870,3329226
,35717,6673929
,36665,7045006
,8736,472267
,22067,2625745
,34140,6118890
,30486,4885902
,16151,1441807
,16872,1566189
,49587,12709967
,4204,122300
,29247,4531031
,39617,8162542
,13112,961926
,3497,88957
,13871,1068390
,25212,3381515
,43932,10031918
,45176,10620223
,16398,1495212
,21529,2499435
,18846,1926473
,37003,7185710
,626,6639
,17002,1580127
,45845,10907442
,11638,775736
,49648,12786904
,24285,3159883
,48556,12204542
,35499,6571303
,5665,206776
,3843,105627
,1064,14932
,33422,5859796
,533,5313
,31980,5378416
,24614,3220013
,36805,7109520
,17825,1741811
,43297,9777191
,19087,1974702
,41406,8889622
,16820,1552141
,734,8572
,45357,10647997
,11485,750236
,34552,6253326
,5130,172929
,49527,12677304
,44640,10316392
,22596,2776913
,39508,8130313
,32264,5455484
,49792,12813351
,12926,952289
,36284,6863209
,13390,1006854
,10422,635236
,10750,666935
,44539,10289726
,28575,4312551
,25832,3548299
,38589,7783287
,33728,5958923
,454,4168
,48367,12066901
,18828,1948006
,20311,2216088
,44650,10446478
,25110,3370267
,16722,1530466
,8984,479362
,23743,3022436
,49169,12479479
,797,9649
,16698,1522423
,42678,9448200
,22824,2789427
,489,5486
,4850,158008
,3439,86309
,35694,6689911
,9646,537994
,44524,10336322
,3056,76339
,35346,6536414
,39683,8186370
,9828,558366
,19901,2138178
,5985,230566
,47889,11844557
,1442,21708
,35191,6493020
,278,2394
,28883,4404167
,8496,438980
,41522,8930203
,30752,4976002
,26649,3773604
,47129,11512669
,44989,10479316
,33662,5998107
,13516,1029604
,34079,6124362
,2198,44412
,38265,7654399
,49276,12573019
,2745,58446
,5334,184739
,43950,10031680
,41957,9233448
,32807,5658876
,11480,770469
,45910,10936653
,22351,2683526
,19588,2084037
,56,308
,35268,6513726
,42900,9569237
,7175,315436
,37046,7193787
,3819,104642
,10045,591278
,30454,4932254
,10489,643112
,15018,1239941
,12294,855391
,8887,469758
,20784,2341407
,1093,14455
,41088,8769575
,36052,6787780
,17604,1702601
,3344,83807
,15509,1323584
,45947,10946393
,3065,69941
,42522,9429949
,39926,8309916
,815,9678
,835,10092
,32644,5587097
,44848,10439850
,11246,723376
,48374,12119610
,44733,10348648
,4269,127674
,39472,8126975
,13717,1052986
,44507,10330255
,44006,10003833
,23625,2992037
,924,11500
,16840,1577618
,14918,1229655
,4011,111991
,29401,4570997
,16695,1524588
,8826,465515
,1675,26674
,43365,9782875
,17537,1701706
,38741,7826568
,29773,4726803
,8609,439494
,46464,11135775
,47232,11538497
,9375,509895
,46811,11339420
,14264,1143510
,12334,864673
,8144,398231
,2528,55776
,3357,82851
,3582,90590
,44427,10223170
,17995,1763894
,12309,858888
,35706,6667277
,22196,2630749
,31916,5364414
,15146,1271844
,31388,5176441
,10797,664961
,3892,107215
,1932,33452
,34271,6139926
,24917,3317994
,27100,3880938
,8801,461635
,20179,2184315
,4094,121765
,19893,2125717
,39850,8244706
,29019,4462834
,35865,6701489
,26074,3627340
,43635,9875173
,8609,441545
,35713,6645086
,33921,6027413
,46534,11173635
,37210,7208443
,12736,907928
,7601,349741
,30046,4764085
,2307,47121
,43986,10007930
,42510,9418626
,46979,11427602
,26858,3860503
,31028,5072356
,49807,12823498
,45670,10808432
,2746,59478
,8920,465681
,7345,331884
,30666,4937772
,36222,6837094
,25512,3460912
,12244,858182
,31757,5302822
,47462,11661428
,13765,1058004
,38051,7540719
,24978,3319135
,3511,88326
,7531,343437
,3729,99517
,18109,1791608
,36957,7123159
,14642,1192401
,43983,10013555
,19594,2067706
,860,10866
,32564,5561109
,48330,12059504
,49018,12396914
,4580,141129
,3270,79044
,14369,1170980
,24314,3164449
,46275,11059631
,26677,3825830
,21908,2572429
,32114,5419267
,31252,5144774
,18894,1961353
,45271,10668770
,20615,2325579
,29125,4466490
,12553,901169
,27094,3899937
,49454,12631710
,37350,7286425
,38371,7682257
,25763,3522507
,25902,3584544
,41581,8989199
,12759,923909
,27820,4115611
,27504,4015716
,11815,796100
,5705,208773
,16583,1518289
,43382,9729430
,44889,10434039
,26111,3663045
,33679,6012941
,22805,2784998
,4980,168746
,26939,3862768
,9912,574208
,43872,10008599
,1623,25759
,15273,1296375
,34701,6312272
,41170,8861663
,14639,1189437
,11618,780428
,32412,5540873
,48952,12426476
,31593,5245042
,19755,2108682
,6999,308607
,17737,1708755
,27447,4001526
,18813,1915512
,39035,7930731
,31810,5311089
,6481,261536
,37473,7308209
,20797,2348228
,27330,3976810
,32803,5670921
,37992,7562870
,3008,70677
,3183,80927
,17397,1666340
,30548,4906734
,33203,5789305
,21348,2475474
,21912,2608888
,26839,3855760
,16776,1538861
,26552,3757166
,39435,8115333
,15734,1358319
,400,3530
,12475,891625
,14445,1177784
,8857,469372
,15073,1266647
,43935,10015741
,7630,351730
,4162,119894
,38633,7787631
,6513,267997
,910,11230
,39543,8141799
,9660,561048
,13443,1027638
,47703,11782351
,29918,4724648
,37210,7235687
,20135,2188647
,43142,9698575
,19588,2066857
,2572,54959
,39626,8171093
,13043,957944
,30057,4747234
,41308,8869750
,32442,5531014
,35987,6745458
,39484,8105660
,6548,269937
,34261,6201156
,16339,1480256
,24799,3267653
,7711,360399
,29072,4463762
,47381,11625080
,15830,1383772
,24668,3267868
,25041,3372307
,48023,11915882
,19362,2044672
,35858,6731328
,22042,2644184
,29582,4618750
,612,6484
,32061,5401519
,30835,5021584
,11138,710707
,27152,3905000
,47253,11561186
,28338,4246087
,3235,81925
,4240,123873
,17871,1740492
,11753,776489
,26505,3748680
,5553,205141
,18397,1843030
,3964,110495
,35001,6440949
,9823,558202
,2993,68195
,23837,3032297
,35491,6569880
,49560,12712355
,43760,9919639
,20838,2368682
,49544,12755397
,31007,5054875
,40257,8428324
,37330,7284565
,14025,1098891
,31583,5260232
,45140,10543459
,1097,14668
,7211,314533
,4889,158590
,28223,4224104
,24215,3139800
,19943,2154128
,38189,7631464
,20884,2367258
,18103,1780205
,30990,5060413
,35073,6435110
,45614,10726087
,27137,3910225
,26553,3743619
,14561,1184648
,45082,10535238
,49949,12878691
,22734,2763446
,48499,12130223
,47411,11605744
,5026,164685
,40974,8718371
,34837,6334190
,36534,6976795
,34192,6126138
,5340,187646
,36550,6962888
,5700,211555
,36342,6921843
,9992,577638
,9805,563588
,18597,1870879
,36113,6792021
,35641,6651694
,10762,661874
,1769,34572
,35538,6591642
,17930,1747497
,28423,4275712
,12169,851320
,28651,4387028
,42203,9235951
,43643,9927926
,20013,2195278
,26134,3641621
,28120,4242264
,18843,1920408
,1399,21738
,6689,276040
,35286,6507685
,1613,24858
,7677,363564
,33673,5974886
,26458,3702608
,31002,5042494
,39556,8123583
,178,1363
,21268,2433524
,15023,1244014
,39463,8100350
,14401,1174591
,6680,285710
,30769,4965996
,34839,6381412
,22215,2652848
,36621,7006695
,33658,5973550
,19181,1999691
,47770,11802928
,29886,4708228
,43412,9832713
,28794,4382077
,38145,7635295
,4847,158316
,13457,1015301
,23519,2966800
,12107,831320
,16746,1556870
,42181,9256383
,45561,10754973
,47965,11917584
,34758,6391135
,14113,1102383
,19956,2149401
,9911,571276
,33577,5917540
,1932,33441
,33312,5818381
,7201,316070
,12516,877908
,18767,1926980
,11617,770309
,29335,4578723
,20541,2288107
,37870,7472980
,3792,106245
,20766,2341830
,17530,1673032
,10222,602406
,13807,1060657
,20210,2203828
,16185,1469992
,49352,12618936
,37338,7293728
,18670,1895373
,30844,4995370
,27768,4057877
,35657,6725976
,36742,7122312
,4658,144860
,24018,3088604
,15826,1392435
,5012,172014
,45057,10515347
,4738,152150
,22203,2660945
,42366,9307980
,1055,15208
,24350,3198178
,4429,129497
,32816,5654837
,49841,12796614
,10810,690676
,17252,1629167
,7308,331494
,47450,11614993
,31303,5198991
,34722,6305579
,26554,3751757
,43540,9833980
,47786,11807640
,1620,25737
,9805,558923
,49981,12915454
,47493,11677798
,48045,11938356
,24948,3350936
,10681,668263
,1012,12765
,13662,1051082
,49562,12658540
,41125,8784668
,24326,3150076
,15559,1338472
,43739,10012062
,34236,6144382
,49061,12437702
,3046,72070
,36563,7003540
,17074,1625604
,11892,801914
,41614,8969934
,15716,1356307
,3837,101851
,42100,9240008
,740,7683
,15363,1315230
,18788,1936856
,29394,4538894
,23779,3020037
,17856,1743095
,49232,12499135
,961,12612
,17855,1765645
,35681,6666684
,17631,1703925
,21616,2534468
,9270,512484
,41338,8888076
,4679,149544
,44520,10285466
,46755,11291944
,2538,51216
,18903,1934371
,19621,2089608
,4108,119590
,13973,1097399
,2473,51239
,44206,10146076
,29883,4728628
,14746,1206401
,7908,379115
,11378,737820
,23817,3008524
,5952,221142
,49503,12656622
,3104,73000
,40886,8695468
,41730,9050167
,10063,599543
,46707,11313129
,18262,1819555
,11076,703884
,38401,7719835
,17176,1615139
,31765,5318577
,30592,4928901
,42643,9438495
,43086,9602388
,42107,9187443
,46210,11038053
,44412,10319412
,47641,11759377
,40331,8458128
,16076,1408846
,2252,45211
,35731,6681650
,6405,258021
,20422,2240369
,33886,6015798
,29776,4696696
,4923,167891
,26246,3695745
,45227,10606489
,27580,4035169
,27969,4125887
,34281,6165281
,1832,34167
,42547,9362476
,20557,2306745
,25707,3511364
,41071,8771823
,39564,8193780
,36878,7119121
,31912,5348287
,6027,227273
,10275,608672
,19674,2107470
,6671,275478
,32844,5684782
,7074,305489
,21167,2411852
,31776,5310033
,38891,7888556
,45019,10483867
,23787,3022959
,19266,2028999
,18344,1852320
,6308,249643
,42854,9537811
,18499,1876873
,21279,2430763
,40464,8499991
,33165,5781182
,7517,343375
,22360,2695909
,33718,5975344
,10714,653481
,30817,5013930
,42526,9360375
,28752,4367747
,41806,9039678
,33683,5926771
,25767,3536406
,3890,105563
,48497,12178405
,6514,266175
,19506,2069376
,3061,73171
,44129,10098337
,34194,6143448
,2032,36950
,45551,10766330
,11894,809475
,26840,3816863
,41832,9150526
,13745,1051506
Sort 3,41094,450861
,18817,238958
,2942,22202
,47965,414974
,27940,282192
,31856,329772
,5662,54277
,48513,599400
,6674,67293
,14466,162403
,3010,22392
,27748,258108
,27016,287043
,9039,69161
,48804,515698
,42588,426810
,8173,62476
,15551,128417
,34749,287257
,42346,411064
,23234,224790
,35510,315860
,16379,126035
,13315,298561
,43246,405768
,5710,48233
,47537,430955
,4155,32367
,19444,149503
,25935,228476
,40056,381897
,42208,449452
,44881,425259
,38478,440635
,43123,447258
,14929,128500
,7361,70002
,23711,195919
,19537,192273
,4217,28345
,46081,1163061
,5400,44967
,33260,298659
,41675,405009
,38159,402252
,980,5734
,42254,460078
,15851,127340
,18829,190563
,39009,462813
,1779,10625
,28119,245742
,26629,563548
,23559,457933
,14153,110410
,42401,425259
,13574,146233
,47781,452495
,1332,8895
,12170,115397
,28685,652805
,18553,187262
,3902,26258
,12460,114283
,40559,373422
,41851,373994
,6971,55062
,2083,17127
,46594,769602
,13798,117493
,13179,100261
,17210,140049
,26620,235618
,11685,92628
,47097,385495
,30302,281676
,24867,233709
,8726,91101
,8976,86267
,15713,141427
,13555,113582
,41694,368395
,29406,306258
,10029,92339
,17918,131765
,40841,384877
,36624,377470
,9234,111075
,11949,109795
,28779,338570
,22588,254354
,30846,306315
,21173,166848
,26648,413920
,40542,363841
,33208,293533
,3141,28000
,23821,286074
,37610,327216
,41049,462447
,39740,360805
,8841,79553
,1984,16429
,34856,474316
,11383,103888
,9947,75746
,34302,281137
,28417,413575
,39816,386100
,19673,177059
,23407,211593
,41905,390718
,13202,111831
,7418,53749
,24161,236912
,28752,334363
,26928,258283
,5473,48597
,18644,167040
,34011,308934
,41126,434227
,20902,179617
,10943,91425
,15917,157502
,2432,25335
,42243,567313
,11196,88433
,25641,304317
,41270,417864
,48888,436411
,35156,338492
,1255,7089
,5329,41993
,49723,500882
,28581,252193
,10488,81444
,37367,328589
,16591,161604
,49951,546226
,38360,341007
,29730,359218
,44688,429780
,41550,388965
,21856,215879
,10047,74989
,44825,503526
,42482,408927
,25300,219588
,15889,169746
,31506,334870
,27386,207882
,19183,158321
,34278,288299
,22697,248780
,30399,247592
,39257,370276
,18786,184626
,5051,40545
,32061,289935
,6099,44803
,18535,190342
,13775,102409
,17468,169763
,45679,433993
,19718,233464
,36656,344271
,14237,120705
,38862,351762
,4943,36217
,31973,281091
,38175,420329
,3319,23237
,16053,134242
,48031,420616
,48834,516916
,48433,519028
,4573,30413
,41102,446126
,2691,25409
,26030,236851
,37156,360002
,49744,511532
,45701,511183
,46548,405292
,6912,103333
,32984,312182
,19345,163817
,40152,399496
,39215,380695
,33046,336546
,8324,80152
,5225,44192
,4700,34605
,36824,358288
,18823,189264
,25238,242948
,15424,162123
,21981,179738
,23148,216669
,44046,649178
,39316,363751
,23234,228694
,13892,143269
,24531,217506
,45205,501571
,16523,171760
,11021,103930
,33881,341399
,24848,264567
,17167,178702
,40409,372340
,36256,350177
,12333,135573
,42256,467633
,21034,218483
,4283,31514
,43193,436128
,21766,247161
,28505,253143
,5837,43387
,39339,388391
,6568,48053
,34597,328390
,19504,235621
,18808,161679
,4358,45419
,4809,34334
,30673,281972
,24593,451377
,31909,311463
,17911,133502
,3707,27118
,24586,492936
,7736,63950
,25136,251991
,1630,10105
,44582,443574
,25191,212869
,47045,479954
,24604,413577
,43278,444396
,7903,58014
,14615,128489
,29584,288851
,18944,373664
,16998,152894
,26427,249823
,47403,494182
,29556,244712
,19832,180403
,26762,268165
,10572,93728
,35962,370230
,23603,270383
,26549,228836
,12795,95930
,17615,148684
,13020,99331
,20421,177624
,13891,130504
,16351,122693
,3069,21489
,43280,475776
,25834,216723
,36836,320483
,42459,383457
,23368,211945
,48670,524879
,972,5751
,22039,269775
,19357,154408
,30253,315055
,25001,231044
,26577,239684
,37011,368482
,10305,108804
,17681,176220
,47076,392780
,22622,228567
,20854,168721
,8262,75811
,17923,283680
,37754,333521
,22361,189124
,23744,257172
,10510,101523
,38135,337483
,3088,37997
,26838,268406
,848,5251
,21681,197036
,17760,178459
,11036,100961
,33528,311556
,2061,18918
,9022,69581
,4550,33503
,47649,545428
,30736,471829
,48694,482083
,27419,269221
,25648,263176
,31738,262184
,46369,516633
,6373,47405
,23499,199508
,23103,226290
,38807,393611
,5444,42242
,13649,117203
,46710,417823
,17921,359141
,11890,97618
,39305,396532
,41499,437820
,47129,713150
,11489,101652
,31882,315452
,9087,63504
,30064,270921
,49489,510448
,7956,70466
,10575,86464
,7116,50358
,43038,649104
,31322,316941
,25634,297056
,27213,236846
,18054,193923
,16285,135383
,17195,152320
,18570,189069
,34263,300584
,43782,522100
,25439,204702
,10508,113199
,6983,58994
,9663,74337
,46464,607232
,30054,269616
,22477,186479
,17230,164791
,18232,160988
,31151,268046
,16829,137551
,2735,17611
,25042,227717
,43375,396053
,11506,98488
,28829,287911
,14353,190992
,10722,93840
,1619,11239
,9613,81370
,33396,336820
,29291,285517
,30391,253628
,13000,118569
,34721,329470
,25032,226044
,29797,285313
,11586,109854
,21758,190933
,28734,314771
,8757,80238
,20235,213286
,20208,166230
,977,6085
,3506,24928
,7346,60545
,15658,141700
,14130,125892
,20833,190577
,24401,242041
,7367,63875
,41414,385291
,9466,74343
,7881,68479
,48130,1066520
,6046,44626
,10341,91052
,35323,298199
,42850,435796
,6616,46033
,26097,254381
,27983,273104
,33348,336133
,20194,185984
,44861,419873
,11301,126854
,14928,142179
,8662,72299
,40153,409523
,49398,519716
,17246,143013
,486,2447
,27783,285870
,19990,204850
,49873,502977
,33525,291856
,38987,455647
,35816,300701
,22577,278385
,6336,64734
,2338,17725
,31981,290807
,18679,155361
,49479,544098
,42446,393000
,47611,402097
,6017,63181
,37244,310730
,28127,260854
,41191,411693
,48293,481687
,30103,259415
,14606,155422
,49902,422004
,16546,167148
,26387,263648
,19603,187637
,36629,337864
,14274,133211
,13657,114409
,23110,223349
,363,1606
,40236,382528
,7255,62379
,49282,631233
,41656,390688
,43751,420620
,36172,347933
,41126,436800
,22101,206793
,45208,495321
,35570,310099
,2485,14897
,18487,225843
,20604,194903
,26553,239930
,49853,456792
,23561,361491
,28369,260922
,22620,268102
,8356,73380
,16837,151546
,41918,351440
,12211,94897
,10511,96376
,41566,401742
,39588,398949
,40964,1228954
,43788,499721
,47661,506643
,37260,361851
,32758,270854
,35583,313872
,29815,299384
,25215,214874
,3411,25952
,1242,8312
,36471,335218
,20853,178481
,22937,234012
,44230,439207
,11341,117419
,4517,37846
,49566,513688
,26526,233527
,28466,269225
,8731,82496
,11102,79753
,36106,383517
,38567,333438
,19639,189748
,39891,352639
,45321,519482
,9,13
,42818,430854
,10447,85075
,17111,133398
,34659,328525
,26860,267528
,49752,453584
,42926,377720
,24801,264317
,12817,144639
,37952,459388
,3113,25141
,37324,350035
,5802,41942
,8000,76931
,33988,360842
,3638,27893
,27087,257222
,9233,118756
,21119,191911
,5028,35427
,43994,403251
,48535,466829
,13249,135975
,44115,462465
,28342,237756
,20859,170907
,25673,300289
,26968,248597
,22023,306528
,10467,92641
,25632,312109
,30777,325582
,3812,27371
,42704,382496
,21355,203754
,41153,488827
,43071,527470
,47923,457884
,12492,109396
,19124,167694
,26085,235318
,47116,884855
,37287,360660
,4095,27528
,7600,60481
,48721,483683
,38274,410577
,41274,410327
,4441,34658
,12632,108291
,34102,326795
,33422,316885
,46971,423174
,40945,371261
,3795,29080
,22477,186466
,33588,355037
,12067,106236
,35551,316718
,45426,432810
,21764,248346
,31313,302238
,9295,95499
,42886,428319
,9400,78932
,46633,483084
,24830,201980
,42380,414386
,43632,435035
,13161,114753
,39146,377770
,21466,194168
,21244,170303
,19502,224662
,29550,275680
,3540,26506
,1526,8701
,43530,563664
,21962,193016
,9238,111777
,36808,333244
,26113,512706
,12255,105066
,17486,162643
,7422,55550
,30545,298544
,3558,24510
,6404,71886
,38614,336876
,24027,222433
,7616,67206
,33368,343754
,39684,498187
,48978,449747
,39320,365692
,8054,59360
,35730,328847
,30527,265297
,20085,201324
,38535,407449
,48501,459507
,49231,616584
,39724,352478
,39703,458795
,21002,251047
,7433,73197
,44034,951732
,38879,311895
,3471,25483
,44384,454533
,22622,240599
,44735,406358
,7663,53310
,28577,281513
,32365,288857
,36074,342755
,7701,81452
,42809,367818
,49135,430496
,30973,258428
,38034,393682
,17111,146132
,48335,435693
,301,1301
,2473,16600
,15737,130041
,25488,229493
,3932,26969
,46167,475272
,16022,127808
,26115,460148
,6104,44574
,28464,281919
,37991,399008
,39701,403315
,30768,400619
,15252,129977
,40627,352508
,19477,238655
,42980,398675
,16209,153216
,357,1787
,46020,483526
,43576,467536
,38162,409793
,34188,327342
,25236,246377
,15332,131416
,31541,270817
,46159,540445
,115,447
,4603,29137
,3003,20923
,45130,570539
,44705,459449
,1942,13231
,29976,272770
,4266,29773
,5708,53406
,46637,470019
,34410,299135
,8785,75232
,37421,377766
,33009,316228
,29350,268531
,8983,90328
,33899,340839
,6265,48391
,18269,159303
,17661,147198
,3822,24690
,36983,423857
,334,1504
,15615,125770
,4990,33270
,24085,262583
,1558,12899
,9797,87199
,18362,162441
,36881,704463
,35874,430494
,31782,411856
,5092,35525
,2931,18790
,29333,261399
,8602,67673
,3897,27783
,41319,391917
,4181,36851
,4425,34050
,47870,401845
,1676,11573
,3215,25620
,21717,206934
,43863,409191
,43448,408801
,43275,461653
,21234,168785
,23137,216464
,26469,229845
,43194,388482
,43598,452724
,16127,116639
,22235,188431
,22987,204821
,28640,262810
,36082,325934
,41259,435247
,35326,340828
,18625,205490
,24080,269176
,40230,414499
,38720,410842
,21873,187264
,26183,255352
,2792,18137
,45813,408813
,24120,224615
,19132,153525
,42340,408593
,35955,401473
,43035,593824
,14844,120612
,7549,55126
,21482,187862
,30854,359429
,37043,375487
,34095,303765
,49570,487334
,43452,385735
,30299,272547
,1576,11583
,45054,356176
,43928,442784
,37388,476288
,41702,362510
,49132,403404
,2670,18369
,31058,293635
,861,4516
,47854,422175
,30132,303012
,8445,61148
,22885,186923
,17794,191272
,17302,140809
,16689,151243
,49086,424134
,24557,200298
,4507,35885
,42909,436118
,31986,303327
,47143,656280
,38594,385385
,35369,356604
,44101,492638
,20720,181518
,2024,12273
,16424,187922
,36475,338383
,20993,400383
,11849,105894
,9645,76668
,14038,123485
,253,1186
,6431,56825
,15162,129028
,45754,414530
,47093,391224
,35500,343605
,47108,1125303
,21888,248522
,19066,150532
,37905,564466
,10290,109506
,1059,7081
,7886,65105
,25577,211970
,46564,421114
,7034,48632
,48740,500951
,28021,242613
,37409,417230
,26722,286975
,3238,26541
,28996,323421
,19848,186512
,14488,133531
,32452,300180
,26302,227840
,49256,579494
,3280,26207
,49610,524119
,40125,356257
,20123,161699
,16388,421838
,1771,11556
,15721,136330
,47085,414818
,43789,465833
,169,731
,16031,133047
,17450,216156
,35447,319347
,32087,275986
,45629,437865
,40070,487779
,22788,261987
,25302,217695
,12828,122998
,27270,291891
,31904,343332
,37067,473361
,29978,290598
,45771,439021
,14027,113614
,6689,72571
,14995,129859
,33935,312995
,38248,333946
,18779,155623
,16476,147544
,34024,343430
,20850,182594
,37970,385185
,20604,188514
,40041,439981
,14614,132930
,8124,59144
,18520,194911
,9016,70054
,23745,251364
,18990,179118
,15593,143470
,37818,327521
,12822,129444
,31544,293540
,11067,98226
,9706,71367
,37868,316918
,24734,247811
,33269,284567
,33481,309546
,11554,110649
,5512,44731
,18032,160474
,10672,83754
,19888,171404
,10927,90167
,11269,195748
,34305,652341
,41644,386255
,25639,295179
,44072,487604
,43803,448134
,17621,142576
,25356,269856
,12123,105225
,31275,301568
,45263,519063
,26277,234947
,28800,383769
,31263,330378
,11227,84066
,8054,60491
,26959,248932
,3335,34562
,29954,396583
,30209,532000
,40832,478253
,29637,276007
,19263,179067
,34140,303386
,16310,128394
,45251,514782
,20790,189343
,34846,466608
,44441,428265
,46483,442811
,2229,14706
,45010,400301
,31470,284066
,43041,527127
,39909,337906
,10046,83055
,32660,311793
,47029,445492
,24828,222870
,12030,90570
,2717,18598
,26597,230902
,37155,387506
,30073,280361
,47303,479405
,18488,198625
,27343,254650
,16662,160941
,3542,23406
,6805,66080
,12046,114850
,23095,211229
,10464,103994
,48505,424314
,11456,111034
,2850,20930
,16693,138863
,33255,304796
,35008,395009
,13793,126603
,1065,6641
,5897,56651
,445,2016
,39808,457524
,28976,277926
,36101,469469
,4201,34058
,45683,432210
,228,1178
,4411,38132
,5197,41402
,23274,199818
,41766,395146
,187,716
,16823,141962
,29917,263569
,39151,360175
,18628,187675
,4385,37735
,44033,1065799
,29921,328764
,2807,18402
,15535,141201
,34477,321664
,17055,137222
,48410,513146
,12037,137953
,14182,112199
,4981,35279
,49080,412104
,22003,198649
,49621,552027
,38646,315792
,2966,23037
,44510,398935
,49403,522550
,5296,42799
,4032,36645
,35867,433122
,47755,472693
,16638,146732
,9601,113216
,48347,494982
,49413,627497
,29642,271971
,43970,448437
,1390,8342
,27027,249218
,40316,358388
,49033,516553
,49285,657795
,11516,88001
,11748,102302
,32259,570924
,36408,373746
,25207,220536
,42720,430540
,13629,110206
,44688,426810
,43034,640320
,19178,170742
,41308,418202
,24835,329674
,6239,48388
,23266,199706
,31549,288031
,58,171
,43207,463601
,24163,214271
,7590,66285
,38928,555838
,9849,83286
,47556,462297
,26138,281874
,33241,292540
,27523,305968
,11405,100646
,11724,91374
,46812,443838
,19889,199336
,7716,66915
,8091,62815
,47615,440280
,8172,59701
,25907,231695
,31020,297628
,27902,241869
,45529,407710
,48728,459269
,3942,27685
,20135,177081
,8802,73381
,7657,55982
,11222,85547
,42981,352594
,10674,81898
,3585,61704
,36402,356001
,24934,239601
,4938,41843
,27868,240730
,42090,429582
,20011,196106
,46529,518180
,13482,110905
,29787,279657
,11132,88807
,33704,317827
,44356,463747
,2670,18312
,20038,196032
,29867,259198
,14505,137959
